app_id,appInfo.appName,appInfo.publisher,appInfo.price
1438998315,网上国网,国家电网有限公司客户服务中心,免费
586871187,UC浏览器-小说短视频抢先看,UCWeb Mobile Private Limited,免费
1002355194,转转-二手官方验,"Zhuanzhuan Co.,Ltd.",免费
930368978,钉钉,"DingTalk Technology Co., Ltd.",免费
887314963,BOSS直聘-招聘求职找工作神器,北京华品博睿网络技术有限公司,免费
416048305,美图秀秀,"Xiamen Meitu Technology Co., Ltd.",免费
399608199,中国银行,中国银行股份有限公司,免费
414603431,QQ音乐 - 听我想听,Tencent Technology (Shenzhen) Company Limited,免费
473225145,QQ邮箱,Tencent Technology (Shenzhen) Company Limited,免费
554499054,滴滴出行 - 打车骑车顺风车火车票租车代驾送货,滴滴出行(北京)网络平台技术有限公司,免费
1387717110,七猫小说-看小说电子书的阅读神器,"Shanghai Seven-Cat Culture Media Co.,Ltd.",免费
1484048379,腾讯会议-多人实时视频会议软件,"Tencent Technology (Shanghai) Co., Ltd",免费
416457422,中国联通,China United Network Communications Corporation Limited,免费
458318329,腾讯视频-巴黎奥运全程直击,Tencent Technology (Shenzhen) Company Limited,免费
737310995,"美团外卖-外卖订餐,送啥都快",美团,免费
1281873118,百度极速版,"Beijing Baidu Netcom Science & Technology Co.,Ltd",免费
1165227346,哈啰-骑车顺风车打车租车,上海哈啰普惠科技有限公司,免费
600273928,云闪付-银行业统一移动支付App,中国银联,免费
452186370,百度地图-智能导航，打车地铁公交更快出行,"Beijing Baidu Netcom Science & Technology Co.,Ltd",免费
472208016,酷狗音乐 - 就是歌多,"KuGou Technology CO. , LTD",免费
336141475,优酷视频-少年白马醉春风,Youku.com Inc.,免费
587238847,肯德基KFC（官方版）-上肯德基APP，享APP超省价,肯鼎行信息科技(上海)有限公司,免费
513836029,中国电信-全国统一官方服务平台,CHINA TELECOM Corporation Ltd.,免费
1571652872,数字人民币,中国人民银行数字货币研究所,免费
370139302,QQ浏览器-看奥运一起燃,Tencent Technology (Shenzhen) Company Limited,免费
629774477,芒果TV,快乐阳光,免费
392899425,招商银行,招商银行,免费
957323480,米家,"Beijing Xiaomi Co., Ltd",免费
480079300,58同城-招聘求职找工作家政租房二手车,北京城市网邻信息技术有限公司,免费
1488854568,学信网,中国高等教育学生信息网(学信网),免费
952694580,Keep - 跑步健身骑行瑜伽，一键开动！,Keep,免费
1544429501,WiFi万能钥匙极速版 - 安全wi-fi无线上网管家,"Nanjing LinkWiFi Network Technology Co., Ltd.",免费
406170251,倒数日 · Days Matter,iDaily Corp.,免费
1359055423,网易大神-永劫无间手游开服礼包抢先领,Guangzhou NetEase Computer System Co.Ltd,免费
480161784,航旅纵横-官方机票、值机火车票接送机免税酒店,China Travelsky Technology Limited,免费
493489515,邮储银行,中国邮政储蓄银行,免费
1444595166,TapTap - 发现好游戏,易玩(上海)网络科技有限公司,免费
592331499,美颜相机,"Xiamen Meitu Technology Co., Ltd.",免费
453691481,飞猪旅行-机票酒店火车票门票轻松预订,"Hangzhou Taomei Aviation Service Co., Ltd.",免费
1436002627,个人所得税,State Administration of Taxation,免费
1347663353,贝壳找房,"Tianjin Xiaowu Information technology co., Ltd.",免费
1594288016,Wink - 像修图一样修视频,"Xiamen Meitu Technology Co., Ltd.",免费
6479338276,可颂,深圳市脸萌科技有限公司,免费
1552823102,国家反诈中心,criminal investigation department ministry of public security,免费
1618175312,微信输入法,Tencent Technology (Shenzhen) Company Limited,免费
1456205747,万能遥控器-手机控制精灵,秀文 王,免费
1232131998,懂车帝-选买新车二手车,重庆懂车帝科技有限公司,免费
388627783,扫描全能王-手机扫描仪 & PDF图片转文字,"INTSIG Information Co., Ltd",免费
895682747,京东金融-理财借贷分期保险一站式平台,"Beijing Jingdong Financial Technology Holdings Co., Ltd.",免费
1086047750,抖音火山版,"Beijing Microlive Vision Technology Co., Ltd",免费
1032287195,Soul-年轻人的社交元宇宙,Shanghai Soul Gate Technology Limited Corporation,免费
651323845,智行火车票-铁路抢票、机票酒店火车票预订平台,"Shanghai Suanya Information Technology Co., Ltd.",免费
491024740,驾考宝典-2024驾校学车考驾照,武汉驾考宝典信息服务有限公司,免费
1361963529,影视大全-就是片全,"Jinhua Jinshang Technology Co., Ltd",免费
432274380,知乎,"Beijing Zhizhetianxia Technology Co., Ltd.",免费
518966501,天猫,浙江天猫网络有限公司,免费
910513149,全民K歌-你其实很会唱歌,"Tencent Technology (Shanghai) Co., Ltd",免费
6451242037,河马剧场-全网热门短剧无限看,"Beijing Point Public Watch Technology Co., Ltd.",免费
637428894,水印相机,"Tencent Technology (Shanghai) Co., Ltd",免费
1134496215,西瓜视频-看短剧,"Beijing Douyin Information Service Co., Ltd.",免费
1296749505,luckincoffee 瑞幸咖啡,"Beijing Luckin Coffee Co., Ltd",免费
1493500777,小米运动健康,"Beijing Xiaomi Co., Ltd",免费
415606289,安居客-买卖二手房新房租房房价查询,Anjuke Inc.,免费
917670924,搜狗输入法-语音变声斗图表情,"Beijing Sogou Technology Development Co.,Ltd.",免费
1503466530,迅雷-您的专享云盘,深圳市迅雷网络技术有限公司,免费
1098542282,安逸花-分期贷款信用借款快速借钱平台,马上消费金融股份有限公司,免费
1195860596,快影,"Beijing Kwai Technology Co., Ltd.",免费
796339836,平安好车主—用车就上好车主,中国平安财产保险股份有限公司,免费
481623196,"腾讯地图-路线规划,导航公交打车地铁出行",Tencent Mobile Games,免费
1422471180,Dazz相机 - 复古胶片和CCD效果,DAZZ PTE. LTD.,免费
1319071502,今日水印相机-时间地点经纬度打卡拍照,北京小嘿科技有限责任公司,免费
504274740,猫眼-电影演唱会演出休闲玩乐购票平台,"Beijing Maoyan Culture Media Co., Ltd.",免费
951610982,菜鸟—快递物流轻松查寄取,杭州菜鸟物流信息科技有限公司,免费
6504399031,剧好多 - 海量热播短剧高清畅看,灿辉 许,免费
986217056,小天才 电话手表-能打电话的手表,"Guangdong Genius Technology Co., Ltd.",免费
389801252,Instagram,"Instagram, Inc.",免费
803781859,作业帮-中小学家长作业检查和辅导工具,"Guangzhou Polar Future Culture Technology Co., Ltd",免费
6446477593,Top Widgets⁺ - 万能小组件灵动岛手机桌面主题,"Chengdu Tiange Technology Co., Ltd",免费
599852710,WPS Office - 智能AI办公助手,金山办公软件,免费
1490383593,国家医保服务平台,National Healthcare Security Administration,免费
818237113,山姆会员商店,沃尔玛(中国)投资有限公司,免费
1534704608,我的桌面 · iScreen - 桌面小组件主题壁纸,"Xiamen iScreen Information Technology Co., Ltd.",免费
876336838,喜马拉雅「听书社区」电台有声小说相声评书,"Xi Da (Shanghai) Network Technology Co., Ltd.",免费
6504798916,Fun Archery App,Avi Rotem,免费
1325481372,华为运动健康,"Huawei Software Technologies Co., Ltd.",免费
1472477795,建行生活,中国建设银行,免费
535886823,Google Chrome,Google,免费
1582446193,讯飞输入法-斗图表情包字体美化键盘,科大讯飞股份有限公司,免费
634896669,美柚 - 经期·备孕·怀孕·育儿,美柚信息科技有限公司,免费
899247664,TestFlight,Apple,免费
1401729613,飞书 - 先进团队 先用飞书,"Beijing Feishu Technology Co., Ltd.",免费
556808349,华住会,"China Lodging Group Co., Ltd.",免费
417200582,唯品会,"Guangzhou Vipshop E-Commerce Co.,Ltd.",免费
1063183999,盒马 - 鲜美生活,"Shanghai Heli Network Technical Service Co., Ltd.",免费
1102305688,王者营地,Shenzhen Tencent Tianyou Technology Ltd,免费
1475199599,换机助手-腾讯通讯录相册手机搬家,Tencent Technology (Shenzhen) Company Limited,免费
448165862,MOMO陌陌,"Beijing Momo Technology Co., Ltd.",免费
899529698,顺丰速运-快递查寄收 不止是快,顺丰,免费
948600146,美的美居-智慧生活可以更美的,"Midea Group Co., Ltd.",免费
337876534,交通银行,交通银行,免费
879996273,央视体育,CCTV,免费
529092160,今日头条,"Beijing Douyin Information Service Co., Ltd.",免费
454685734,神州租车-全直营 安心租,"Haike (Pingtan) Information Technology Co., Ltd",免费
1336435685,和平营地,Shenzhen Tencent Tianyou Technology Ltd,免费
6496854842,国家助学贷款,China Development Bank Corporation,免费
756771906,测测-星座心理情感问答社区,"Beijing Light For You Technology Co., Ltd.",免费
1373547573,青岛地铁-官方,"Qingdao Metro Group Co., Ltd.",免费
940562664,货拉拉-拉货搬家跑腿货运物流平台,Huolala China Technology Limited,免费
875177200,识货-运动潮流的好物和好价,"Shanghai Shizhi Information Technology Co., Ltd.",免费
860384719,微店,"Beijing Koudai Technology Co., Ltd.",免费
878075397,企查查-全国企业信用信息工商征信商标专利查询,"QICHACHA TEC CO., LTD.",免费
488033535,智联招聘-招人找活一站搞定,北京网聘信息技术有限公司,免费
1147452377,和家亲-让连接更便捷,中移(杭州)信息技术有限公司,免费
398453262,掌上生活-招商银行信用卡,招商银行,免费
495369748,Steam Mobile,Valve,免费
585027354,Google 地图,Google,免费
6446882473,文心一言,"Beijing Baidu Netcom Science & Technology Co.,Ltd",免费
434209233,墨迹天气-看天气用墨迹,北京墨迹风云科技股份有限公司,免费
733689509,书旗小说-看小说大全的电子书阅读神器,"Zhiyuan Yuedu (Guangzhou) Literature Information Technology Co., Ltd.",免费
1588080869,国家网络身份认证,中华人民共和国公安部,免费
6463710883,常读小说-热门全本小说,湖北聚合润网络科技有限公司,免费
1521225186,回森-一起K歌合唱吧,"Beijing Chenzhong Technology Co., Ltd.",免费
943708006,途虎养车 - 专业汽车保养平台,上海阑途信息技术有限公司,免费
1370780836,腾讯文档,Tencent Technology (Shenzhen) Company Limited,免费
790133739,会玩 - 聚一起更好玩,"Wuhan WoYou Network Technology Co.,Ltd.",免费
385919493,汽车之家-5亿人都在用的汽车App,Autohome,免费
426340811,百度文库- 一站式AI内容获取和创作平台,"Beijing Baidu Netcom Science & Technology Co.,Ltd",免费
1538946171,Colorful Widget彩虹组件-桌面主题万能壁纸图标,"Guangzhou ZHIFENG Information Technology Co.,Ltd.",免费
1085016815,平安口袋银行-更懂您的智能银行,中国平安,免费
620262310,驾校一点通-2024驾校学车考驾照,天津五八驾考信息技术有限公司,免费
6444362523,盐言故事,"Beijing Zhizhetianxia Technology Co., Ltd.",免费
1048918751,天眼查—全国企业查询查公司工商征信,"Beijing Jindi Technology co.,Ltd",免费
477927812,百度贴吧,"Beijing Baidu Netcom Science & Technology Co.,Ltd",免费
1521217278,度小满金融-分期贷款借钱借款软件,Chongqing Duxiaoman Information Technology Co.Ltd,免费
1375390276,轻颜 - 记录美一刻,深圳市脸萌科技有限公司,免费
422844108,中信银行,中信银行,免费
906611031,分期乐,深圳市分期乐网络科技有限公司,免费
557545298,百词斩-学英语、背单词必备,成都超爱学习科技有限公司,免费
6464457748,蛋花小说-经典出版小说,"Hubei Furuixing Network Technology Co., Ltd.",免费
333903271,X,X Corp.,免费
1178856715,奇富借条(原360借条)-手机信用贷款小额借钱平台,"Fuzhou Qifu Online Microcredit Co., Ltd",免费
1588233154,韩小圈-热门韩剧娱乐社区,"Chongqing Baoshangyun Technology Co., Ltd",免费
6468941332,电子税务局,State Administration of Taxation,免费
1116038378,乐播投屏,深圳乐播科技有限公司,免费
897003024,网易邮箱大师 - 智能AI邮件助手,"NetEase (Hangzhou) Network Co., Ltd.",免费
1603172928,抖音来客,成都所见所得科技有限公司,免费
544007664,YouTube,Google,免费
6566190287,Pup Expressions Fun,Faheem Afzal,免费
1508067856,233乐园 - 游戏社区,"Xiamen Tianhai Technology Co., Ltd.",免费
1516567721,心遇,杭州网易云音乐科技有限公司,免费
1638351247,乐享加,"Shanghai Xuchang Network Technology Co., Ltd",免费
1524291316,万能遥控器-万能遥控器空调遥控,笑薇 谭,免费
6474233312,Kimi 智能助手,Moonshot AI,免费
460310138,南方航空,China Southern Airlines Company Limited,免费
1234475684,格力+,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",免费
1067251466,美团众包-兼职轻松赚，送餐好帮手,"Beijing Sankuai Online Technology Co., Ltd.",免费
487967179,动卡空间-中信银行信用卡,中信银行,免费
1092084634,小翼管家,天翼数字生活科技有限公司,免费
1064793304,爱山东,Shandong Provincial Big Data Center,免费
861891048,探探－探索精彩探索爱,"Tantan Cultural Development (Beijing) Co., Ltd.",免费
1530922601,秒剪 - 微信官方剪辑工具,Tencent Technology (Shenzhen) Company Limited,免费
1024958046,小米商城,"Beijing Xiaomi Co., Ltd",免费
494514224,网易LOFTER - 看见每一种兴趣,"Hangzhou NetEase Yuanqi Technology Co., Ltd.",免费
1512943167,抖店-抖音电商商家版,"Shanghai Gewu Zhipin Network Technology Co., Ltd.",免费
571195405,萤石云视频,"Hangzhou Ezviz Network Co., Ltd",免费
6502927070,繁花剧场-全网追短剧必备神器app,"Beijing Fast Reading Technology Co., Ltd.",免费
1622788281,怪兽轻断食：间歇性断食追踪，健康饮食食谱，食物热量卡路里计算,"AIO Software Technology Co., Ltd",免费
1410049631,洋钱罐借款 - 分期贷款借钱平台,Beijing Lingyue Information Technology Co. Ltd.,免费
806114204,易捷加油,Sinopec,免费
1492978492,千岛-潮玩族剧本杀奇货盲盒手办模型电玩小卡吧唧卡牌桌游舞台剧,"Shanghai BiYouHuiXiang Intelligence Technology Co., Ltd",免费
1330927814,快对-拍照翻译&作业标准答案&错题本去手写,"Guangzhou Polar Future Culture Technology Co., Ltd",免费
6474118091,掌上无畏契约,Tencent Mobile Games,免费
6443951433,Tagoo,"Wuhan Shangping Shangshang Technology Co., Ltd.",免费
1266194141,华为智慧生活,"Huawei Software Technologies Co., Ltd.",免费
419805549,万年历-日历天气黄历农历查询工具,"YouLoft Tech. Co., Ltd",免费
765577833,中国人寿寿险,中国人寿保险股份有限公司,免费
1012317813,TT语音-KPL年度官方指定语音平台,广州趣丸网络科技有限公司,免费
6566190691,Moody Cat Fun,Faheem Afzal,免费
1527039353,爱企查-全国企业信息查询平台,"Baidu Online Internet Service (Beijing) Co., Ltd",免费
505424979,中华万年历-日历万年历天气工具,Etouch,免费
990531994,瓜子二手车-先试3天再买车,"Che Hao Duo Used Automobile Agency (Beijing) Co., Ltd.",免费
911699257,滴滴车主-滴滴出行官方司机注册,滴滴出行(北京)网络平台技术有限公司,免费
1054941362,e充电-新能源电动汽车出行充电app,国网智慧车联网技术有限公司,免费
1259763050,丰巢-寄快递|洗护|家政|存包,"Shenzhen Fengchao Technology Co., Ltd.",免费
1438381485,4399游戏盒,四三九九网络股份有限公司,免费
408709785,库乐队,Apple,免费
906936224,快看漫画-快看，你的漫画乐园,"Kuaikan World (Beijing) Technology CO., LTD.",免费
1527533345,宜享花-分期贷款借钱平台,"Hainan Creditease Microcredit Co., Ltd.",免费
415443644,前程无忧51Job-求职招聘找工作,前程无忧(51job.com),免费
1095523835,TP-LINK物联,TP-LINK,免费
6463001730,浩瀚钱包-让借钱贷款更简单,湖南远图网络科技有限公司,免费
931785789,藏宝阁,Guangzhou Boguan Telecommunication Technology Limited.,免费
487608658,QQ阅读--看小说大全的电子书阅读神器,Tencent Mobile Games,免费
1496121983,花小猪打车-出行打车全网超值一口价,"Beijing HongYiBo Technology Co., Ltd",免费
1319788668,UU加速器,Hangzhou Bobo Technology Co Ltd,免费
982191521,海尔智家,haier,免费
1475216610,牵手-要求越多 推的越准,"Tianjin Laifu Culture Development Co., Ltd.",免费
1270594280,小爱音箱,"Beijing Xiaomi Co., Ltd",免费
582934943,途家民宿-民宿客栈和短租预订平台,"Tujia Online Information Technology (Beijing) Co., Ltd.",免费
1229469444,拼多多商家版,上海寻梦信息技术有限公司,免费
1458698038,九号出行,"Ninebot (Beijing) Tech Co., Ltd.",免费
920728033,华为手机克隆,"Huawei Device Co,. LTD",免费
1410120498,头条搜索极速版-原今日头条极速版,"Beijing Douyin Information Service Co., Ltd.",免费
6466733523,通义 - 你的超级AI助手,通义云启(杭州)信息技术有限公司,免费
1437733193,小度,"Shanghai Xiaodu Artificial Intelligence Co., Ltd.",免费
1089447593,方特旅游,华强方特文化科技集团股份有限公司,免费
1497477307,智慧中小学-国家中小学智慧教育平台,中央电化教育馆,免费
523091708,民生银行,中国民生银行股份有限公司,免费
1456559188,Weverse,WEVERSE COMPANY Inc.,免费
1645273917,点众小说-热门全本小说阅读器,"Beijing Fast Reading Technology Co., Ltd.",免费
897856006,"木鸟民宿-旅游住宿,短租,日租房",北京爱游易科技有限公司,免费
6463076337,星野-所建皆你所AI,上海稀宇科技有限公司,免费
921478733,嘀嗒出行-顺风车出租车出行必用,北京畅行信息技术有限公司,免费
534174796,起点读书-看小说听书追漫画的阅读神器,起点中文网,免费
433592972,兴业银行手机银行,兴业银行,免费
871095743,虎牙直播-游戏互动直播平台,广州虎牙信息科技有限公司,免费
592673661,美团开店宝 (原美团商家),"Beijing Sankuai Online Technology Co., Ltd.",免费
570060128,多邻国Duolingo英语日语法语,Duolingo,免费
6467118435,乐拍 - 极速热门写真，秒出潮流大片,泽涛 肖,免费
1136585962,美易借钱—正规分期贷款借钱平台,"GOME Financial Holdings Investment CO., LTD",免费
1521593929,保密观,金城出版社,免费
1079718756,鲨鱼记账-3秒钟快速记账手机助手,"Beijing Shark Pioneer Network Technology Co.,Ltd",免费
1054861613,摩天轮票务,上海锐赏文化传播有限公司,免费
430814532,一嗨租车-全国异地还车,上海一嗨信息技术服务有限公司,免费
6448945030,旋风***-极速网络***,Green Fast VPN LLC,免费
6475000292,猫箱 - 开启你的 AI 奇遇,"Beijing Chuntian Zhiyun Technology Co., Ltd.",免费
907002334,豆瓣,Beijing Douwang Technology Company Limited,免费
1054598922,麦当劳McDonald\'s - 到店取餐 麦咖啡 麦乐送,"McDonald's (China) Co., Ltd.",免费
457856023,薄荷健康-减肥健身轻断食,BOOHEE TECHNOLOGY,免费
952059546,微信读书,Tencent Technology (Shenzhen) Company Limited,免费
647268330,"Grab : 旅行打车, 外卖下单一站式APP软件",Grab.com,免费
419275564,东方航空-机票预订航班查询,"China Eastern Airlines Co.,LTD.",免费
1194313045,省呗-正规信用贷款分期借钱平台,深圳小禾金融服务管理有限公司,免费
447188370,Snapchat,"Snap, Inc.",免费
983488107,拍拍贷借款-手机信用贷款分期借款借钱平台,上海拍拍贷金融信息服务有限公司,免费
923912459,秀动-看现场演出的移动票务平台,"Chengdu Tai He Le Dong Science and Technology co.,Ltd.",免费
1189030185,信用飞-信用借款平台,上海晓途网络科技有限公司,免费
1098549780,互传 – vivo官方唯一换机工具,维沃移动通信有限公司,免费
6504427582,时光守护盾,Mughira Bilgees,免费
1216088977,榕树贷款-小额贷款软件低息借款,"Guangzhou ShuRong Microcredit Co., Ltd.",免费
1604592450,LoFi Cam - 复古数码胶片CCD相机,PixelPunk Inc.,免费
6504617252,鱼泡直聘网-找工作招聘求职招人软件,佳林 杨,免费
590246583,恋爱记-情侣必备空间爱情日记软件,"Wuhan DiDi Technology Co.,Ltd.",免费
1262209120,还呗,"Zhonghexin Financing Guarantee (Fujian) Co., Ltd.",免费
1618414236,小蚕霸王餐-外卖返利红包优惠,"Hangzhou Bolu Information Technology Co., Ltd.",免费
1067532514,iCity · 我的日记,iDaily Corp.,免费
570608623,腾讯体育-看奥运NBA足球,Tencent Technology (Beijing) Company Limited,免费
6478108100,Lovekey键盘,"FD Tech Co., LTD",免费
1594801260,桔多多,"Liaoning Xunqi Network Technology Co., Ltd",免费
916139408,百度输入法-语音表情斗图输入法,"Baidu (China) Co., Ltd",免费
540996859,猎聘-专业招聘App,同道精英(天津)信息技术有限公司,免费
439638720,腾讯手机管家-骚扰电话拦截和电脑远程控制,Tencent Technology (Shenzhen) Company Limited,免费
1340376323,淘宝特价版,杭州拣值了电子商务有限公司,免费
